acuracia,loss,frr,fpr, removed, n_clf, tp_removed
0.09825051553249518, 0.0, 0.8944041643372586, 0.40467750686587217, 0,0, 0
0.1414222044834697, 0.0, 0.8637397008079932, 0.382636813098852, 0,0, 0
0.11301802700725072, 0.0, 0.8974515443400135, 0.541723273982852, 0,0, 0
0.09958092197166234, 0.0, 0.8933638062721464, 0.5775551675790628, 0,7, 0
0.09991352358145414, 0.0, 0.9273376082964652, 0.5894311459906091, 0,3, 0
0.09991352358145414, 0.0, 0.9273376082964652, 0.5910513660768978, 0,7, 0
0.09991352358145414, 0.0, 0.9273376082964652, 0.5889225509088805, 0,7, 0
0.10024612519124593, 0.0, 0.88033626681359, 0.562594147950776, 0,9, 0
0.0996474422936207, 0.0, 0.9424463317291131, 0.5884246921888997, 0,6, 0
0.09991352358145414, 0.0, 0.9273376082964652, 0.5900230364885388, 0,5, 0
0.10024612519124593, 0.0, 0.88033626681359, 0.5604217981847166, 1,7, 0
0.10024612519124593, 0.0, 0.88033626681359, 0.5615868578924343, 0,6, 0
0.10024612519124593, 0.0, 0.88033626681359, 0.560433339563433, 0,9, 0
0.10024612519124593, 0.0, 0.88033626681359, 0.558179789083015, 0,9, 0
0.09991352358145414, 0.0, 0.9273376082964652, 0.5922168082191681, 1,5, 0
0.10024612519124593, 0.0, 0.88033626681359, 0.5626360939662872, 0,8, 0
0.10024612519124593, 0.0, 0.88033626681359, 0.5597460340286857, 0,7, 0
0.10024612519124593, 0.0, 0.88033626681359, 0.5595883434959293, 0,5, 0
0.10024612519124593, 0.0, 0.88033626681359, 0.564034382697543, 0,4, 0
0.10024612519124593, 0.0, 0.88033626681359, 0.5622348606824038, 0,10, 0
0.10024612519124593, 0.0, 0.88033626681359, 0.5611346830064683, 0,11, 0
0.10024612519124593, 0.0, 0.88033626681359, 0.5649152279186833, 0,5, 0
0.10024612519124593, 0.0, 0.88033626681359, 0.5591023572583491, 0,7, 0
0.10024612519124593, 0.0, 0.88033626681359, 0.5612978038425601, 0,6, 0
0.10024612519124593, 0.0, 0.88033626681359, 0.5582671633045697, 0,7, 0
0.10024612519124593, 0.0, 0.88033626681359, 0.5613699635110323, 0,7, 0
0.10024612519124593, 0.0, 0.88033626681359, 0.5611615650220741, 0,9, 0
0.10024612519124593, 0.0, 0.88033626681359, 0.5629086190621879, 0,7, 0
0.10024612519124593, 0.0, 0.88033626681359, 0.5609379323246884, 0,10, 0
0.10024612519124593, 0.0, 0.88033626681359, 0.5631862823087769, 0,10, 0
0.10024612519124593, 0.0, 0.88033626681359, 0.5607729961190565, 0,8, 0
0.08448080888711501, 0.0, 0.9275028294338777, 0.38964482482792845, 0,9, 0
0.10111088937670458, 0.0, 0.9116167084157132, 0.5819315506962847, 0,6, 0
0.0996474422936207, 0.0, 0.9424463317291131, 0.5877141252156871, 0,9, 0
0.09878267810816205, 0.0, 0.9000015148416551, 0.5792030362208933, 0,6, 0
0.09958092197166234, 0.0, 0.8933638062721464, 0.5791850844818351, 0,9, 0
0.09878267810816205, 0.0, 0.9000015148416551, 0.57707131597137, 0,4, 0
0.10017960486928756, 0.0, 0.8835487229879121, 0.5726767481511235, 0,8, 0
0.09991352358145414, 0.0, 0.9273376082964652, 0.593217781835352, 0,6, 0
0.0996474422936207, 0.0, 0.9424463317291131, 0.5870456554397931, 0,6, 0
0.10024612519124593, 0.0, 0.88033626681359, 0.5617653052354394, 0,11, 0
0.09958092197166234, 0.0, 0.8933638062721464, 0.5758264191929569, 0,9, 0
0.09958092197166234, 0.0, 0.8933638062721464, 0.5792640009199591, 0,6, 0
0.10017960486928756, 0.0, 0.8835487229879121, 0.5780241701704515, 0,9, 0
0.10017960486928756, 0.0, 0.8835487229879121, 0.5755996248555176, 0,6, 0
0.0996474422936207, 0.0, 0.9424463317291131, 0.5869947069425946, 0,6, 0
0.0996474422936207, 0.0, 0.9424463317291131, 0.5884120153354336, 1,8, 1
0.0996474422936207, 0.0, 0.9424463317291131, 0.59021531806165, 0,5, 0
0.10111088937670458, 0.0, 0.9116167084157132, 0.5811388947753491, 0,10, 0
0.09991352358145414, 0.0, 0.9273376082964652, 0.5935929417632105, 0,7, 0
0.09991352358145414, 0.0, 0.9273376082964652, 0.588164887360189, 0,7, 0
0.09991352358145414, 0.0, 0.9273376082964652, 0.5875146437737131, 1,7, 0
0.0996474422936207, 0.0, 0.9424463317291131, 0.5870266763422206, 0,8, 0
0.0996474422936207, 0.0, 0.9424463317291131, 0.5921867963384939, 1,8, 0
0.10111088937670458, 0.0, 0.9116167084157132, 0.5826240070200011, 1,8, 0
0.10017960486928756, 0.0, 0.8835487229879121, 0.5744298061478452, 0,3, 0
0.10111088937670458, 0.0, 0.9116167084157132, 0.57808005314353, 0,7, 0
0.10111088937670458, 0.0, 0.9116167084157132, 0.5786587760684739, 0,11, 0
0.10111088937670458, 0.0, 0.9116167084157132, 0.5821211560299459, 0,10, 0
0.10111088937670458, 0.0, 0.9116167084157132, 0.5775252413580358, 0,8, 0
0.10111088937670458, 0.0, 0.9116167084157132, 0.5797898318415048, 0,6, 0
0.10111088937670458, 0.0, 0.9116167084157132, 0.5790180338572385, 0,7, 0
0.10111088937670458, 0.0, 0.9116167084157132, 0.5868025957516914, 0,9, 0
0.10111088937670458, 0.0, 0.9116167084157132, 0.579079942034832, 0,9, 0
0.10111088937670458, 0.0, 0.9116167084157132, 0.579159912040282, 0,9, 0
0.10111088937670458, 0.0, 0.9116167084157132, 0.5832591298447436, 0,7, 0
0.10111088937670458, 0.0, 0.9116167084157132, 0.5844014532565778, 0,4, 0
0.10111088937670458, 0.0, 0.9116167084157132, 0.5820940488681713, 0,12, 0
0.10097784873278787, 0.0, 0.8896953824485279, 0.572323329947349, 0,7, 0
0.10097784873278787, 0.0, 0.8896953824485279, 0.5731456524925785, 0,6, 0
0.10097784873278787, 0.0, 0.8896953824485279, 0.5719201338730757, 1,11, 0
0.0996474422936207, 0.0, 0.9424463317291131, 0.5892220485900768, 0,8, 0
0.0996474422936207, 0.0, 0.9424463317291131, 0.5863317581573493, 1,8, 1
0.09991352358145414, 0.0, 0.9273376082964652, 0.5921020259926716, 0,9, 0
0.09991352358145414, 0.0, 0.9273376082964652, 0.5909039588048138, 0,6, 0
0.09991352358145414, 0.0, 0.9273376082964652, 0.5925700827955657, 0,8, 0
0.10051220647907935, 0.0, 0.8777699163158681, 0.5772779191462271, 1,6, 0
0.10051220647907935, 0.0, 0.8777699163158681, 0.5759507606508917, 0,4, 0
0.10051220647907935, 0.0, 0.8777699163158681, 0.5774050182603361, 0,9, 0
0.10051220647907935, 0.0, 0.8777699163158681, 0.5732688406847859, 0,7, 0
0.09991352358145414, 0.0, 0.9273376082964652, 0.5918943564838237, 0,6, 0
0.09991352358145414, 0.0, 0.9273376082964652, 0.5872021667584124, 0,5, 0
0.09878267810816205, 0.0, 0.9000015148416551, 0.5774006441147695, 0,7, 0
